date,reported_cases,fever_reports,hospital_visits,temperature,humidity,population_mobility
2023-01-11,18,27,50,23.423660942878865,95.94916837009936,29.5271396342213
2023-01-12,17,41,53,16.93353320413174,60.23605045541666,31.63786593630599
2023-01-13,12,28,43,24.45904209424088,85.13292423735885,16.521575905911057
2023-01-14,12,19,55,26.474022358503106,77.47170306707746,13.167366876330423
2023-01-15,13,24,52,23.33689017378299,80.68455498514209,10.552073730108209
2023-01-16,22,29,49,29.064051036968547,75.02260407273283,26.644690364344378
2023-01-17,24,26,51,26.658873047413945,80.04515862249647,9.98863553988788
2023-01-18,11,33,45,26.03205662466748,80.23862961137137,20.912052027619712
2023-01-19,20,34,38,27.832960503461834,72.7818096984227,25.386926907906354
2023-01-20,19,34,55,25.819154479168095,69.44595711403045,11.64046290921915
2023-01-21,17,33,50,17.584411995725645,73.75256269919055,14.136702115549717
2023-01-22,12,28,49,23.80772497823448,80.4036311239621,27.900931107256916
2023-01-23,23,27,54,29.137372225103665,83.86420575893787,22.83990976416369
2023-01-24,11,26,46,23.362177073359216,86.2126762386161,27.848208457131882
2023-01-25,21,24,50,25.351902322378784,72.5340284173495,21.055094559829215
2023-01-26,17,29,34,23.123395097475534,80.10297479321247,14.258724353674639
2023-01-27,23,22,59,31.843401673861777,86.6700764434895,16.874680893988092
2023-01-28,13,30,43,31.7679174983602,88.473506847019,25.779489380177626
2023-01-29,12,30,48,24.301647378120574,75.9937901047089,11.295658397640391
2023-01-30,13,31,56,27.62290160290407,74.12948529163052,16.435033685761944
2023-01-31,8,24,35,25.36515110910751,77.99892401876225,15.690439267186854
2023-02-01,15,31,49,29.474898074875703,64.3317557476958,19.00714064339401
2023-02-02,13,27,65,29.380283342210234,73.62623052268422,23.688169117411018
2023-02-03,20,36,45,30.50519428791429,82.7341101053748,27.61462143122339
2023-02-04,12,28,60,29.282285040637948,81.42614444959412,12.266596911757947
2023-02-05,80,126,179,37.30674496353217,72.01501412908773,14.574715846602967
2023-02-06,80,112,163,25.628232806774786,76.5985648161182,12.730597438257101
2023-02-07,72,90,128,23.78909024110191,65.87133545207777,19.24948824590615
2023-02-08,60,112,144,27.947882449622494,80.8420697508147,13.235663307613047
2023-02-09,72,108,176,24.626736429932215,72.71118874894715,21.817121975336565
2023-02-10,56,86,166,25.05409770333467,70.40518301801359,13.80212567022168
2023-02-11,48,104,115,26.72549945293082,69.21588939888935,28.837257704086927
2023-02-12,52,65,154,27.157952557339296,71.86585336713847,10.673785041562052
2023-02-13,48,119,195,27.252799976644,67.67101417077362,14.739339764209564
2023-02-14,24,90,166,31.86044835969124,78.37965610308261,31.750328575427968
2023-02-15,56,94,102,28.973307722518694,67.48736610112705,20.727821056098424
2023-02-16,76,101,144,30.13630560960918,87.00546518534853,16.52532975705134
2023-02-17,56,130,211,33.53735889794148,85.35730668210299,42.162519252591046
2023-02-18,92,97,182,28.7322877701155,61.41300877285562,17.810926385660505
2023-02-19,64,126,163,30.410943619334155,70.6427046332214,23.387501365014163
2023-02-20,92,90,202,32.47186708545718,63.05040366299944,14.948170854648975
2023-02-21,64,104,170,25.716519001398403,65.89600702965973,14.092080148580981
2023-02-22,48,130,160,24.54972123920988,88.7865918660054,23.830812036764097
2023-02-23,44,101,163,32.90253683774483,65.2808778669037,32.71233929349229
2023-02-24,72,130,166,33.49645916432084,71.5476878029518,16.758288657107364
2023-02-25,56,104,170,38.365746289667655,72.94215814893383,13.75291948177755
2023-02-26,17,40,43,32.79643292713664,57.10097505592121,26.495899741980665
2023-02-27,19,40,66,34.92677854726141,58.1295683556193,16.81143997160044
2023-02-28,11,30,48,32.02285815375924,54.18861090559828,21.91285211605203
2023-03-01,16,30,52,33.638938037668176,56.95262392029339,16.5963094196787
2023-03-02,9,24,48,37.88322989938564,36.870841270680906,17.486191932706475
2023-03-03,12,34,70,26.63986686656704,70.37122267515169,14.54930468812512
2023-03-04,17,29,47,34.37922434987868,85.01717066539724,24.035542867091745
2023-03-05,9,33,44,39.66777283938255,65.49898390510535,22.121136690984805
2023-03-06,13,28,43,34.22582285452126,49.399477524563075,21.873609643687242
2023-03-07,18,28,49,38.44618193448218,56.67177312968247,15.446386198161695
2023-03-08,8,36,38,31.717570743451216,58.044257673632714,21.50216990975213
2023-03-09,17,28,59,33.615777340288865,51.98692407866618,34.198403726035835
2023-03-10,20,22,58,33.91514342291528,70.29073986987518,13.783432266650117
2023-03-11,15,29,50,27.26035201561163,69.31419188746742,14.983107544536956
2023-03-12,19,33,58,30.503024948793268,49.176429226817184,15.245831486311664
2023-03-13,17,28,44,30.80721563097647,67.49793351951078,20.15301385210142
2023-03-14,12,24,57,36.65014404550472,75.02838917713211,13.447849071996245
2023-03-15,19,24,47,36.882307061479466,78.29609188354398,22.850025584128005
2023-03-16,17,31,51,35.31563172699818,87.43013029986011,10.289982275337142
2023-03-17,17,30,63,36.88925544865163,49.26298269849208,24.968562413668888
2023-03-18,16,43,37,33.9936508266575,86.02755817604603,21.74566970048532
2023-03-19,20,39,49,38.15675383639123,53.7434277777902,33.930385191216196
2023-03-20,19,32,43,34.637872155482526,50.858816011443544,13.99198750338174
2023-03-21,13,34,70,34.841317264865125,59.550163127669904,26.842148681148966
2023-03-22,19,33,50,33.922819154286906,49.95293411819479,18.802153953766386
2023-03-23,16,31,51,36.82045868419066,59.25638611910808,17.615960523464725
2023-03-24,17,29,41,33.54664518607105,41.556009675721015,13.7714829723932
2023-03-25,18,39,46,37.7782815579045,51.85868283587696,16.67409810104585
2023-03-26,18,36,52,31.486885719120963,66.5902002602205,16.916391190784783
2023-03-27,25,30,56,31.616519839224697,52.65082748561338,11.665790130952795
2023-03-28,17,31,47,37.0010652075872,54.12350616833007,21.67225841084438
2023-03-29,13,16,44,34.6942419528733,56.94543994411547,20.768220711662497
2023-03-30,8,45,43,33.61485706887408,63.38412599619468,23.357096021340702
2023-03-31,13,34,42,37.65892336602163,34.60942130487091,15.976535957264787
2023-04-01,18,33,54,33.17474328744011,56.49072344146103,25.276158163226285
2023-04-02,18,42,48,34.39925733314174,47.44771475646973,29.340726457001036
2023-04-03,15,35,51,39.19643373003455,51.27907007086811,18.04334855416068
2023-04-04,17,32,38,39.610621247742316,59.695892552216584,14.08465384671892
2023-04-05,14,33,38,39.70039036458648,36.63849183620857,19.819803012988928
2023-04-06,17,41,62,34.12238008217915,37.93830210208961,19.527137573574596
2023-04-07,17,32,47,38.64199224126597,28.19540854294927,18.344768413380162
2023-04-08,24,27,55,32.07972118320443,41.543806420376114,23.374569849420396
2023-04-09,14,29,54,32.17814411484503,59.826285455923184,17.342265830792304
2023-04-10,14,24,49,27.815343402028738,44.803686919239425,13.722292188221038
2023-04-11,14,21,43,39.84876845918069,32.09708909311259,20.398414461050862
2023-04-12,21,22,49,32.19728270222922,40.131663789185936,23.73707548195322
2023-04-13,11,33,48,34.36430054045856,29.60143241536342,24.364266911387187
2023-04-14,17,24,55,31.963232348897503,32.721422328769336,16.979404683749816
2023-04-15,20,49,40,36.725654004475956,47.35649219074121,21.31944118323551
2023-04-16,26,40,62,33.45487196728389,31.22652504982741,29.60838967895055
2023-04-17,18,18,51,30.60461607406212,53.59064113548844,29.52432973709518
2023-04-18,10,31,47,35.77704592102042,41.25436793683143,27.096672342541073
2023-04-19,22,27,50,30.079577180378756,42.325171421015135,11.422034119337932
2023-04-20,19,31,41,31.79299777351021,38.19167609485103,17.39314859699033
2023-04-21,9,26,64,27.904756356304333,48.212739727764074,28.884171710106838
2023-04-22,17,26,59,29.869542814263493,47.827535510224536,11.400024357597871
2023-04-23,11,28,44,34.588807703592906,42.861119861584854,19.02463661736043
2023-04-24,12,18,39,28.067250851260916,44.676215354158415,15.892199449972916
2023-04-25,13,25,43,29.420923659031253,36.428426692796,21.465739022941687
2023-04-26,14,21,50,33.756647642492496,43.49574564061385,9.126174475060203
2023-04-27,16,27,40,32.02824876313409,34.22286401177482,27.969482421911795
2023-04-28,18,21,50,39.52644694274819,37.155558084249485,19.3194194986967
2023-04-29,15,34,57,38.939278999096764,33.92221716319866,13.42639269953474
2023-04-30,10,30,57,30.71709245118894,31.63583242324492,15.176127183238098
2023-05-01,16,27,51,34.87159591481348,28.86034986077061,21.703757603093873
2023-05-02,16,30,48,35.32344245127818,39.97604104571706,14.795467472803868
2023-05-03,13,31,53,31.154695346675457,47.95722748648902,32.35385877302393
2023-05-04,9,34,53,28.328207936752797,46.11870535203014,18.598768722613787
2023-05-05,4,23,61,32.641840512371786,21.403169892116303,30.360937998418933
2023-05-06,14,28,38,32.020345166837224,46.426741765527154,20.409655868800318
2023-05-07,16,33,56,31.08801948994679,29.92389325557316,24.03405263194729
2023-05-08,19,33,50,33.5750213761822,38.68858165490412,23.57037874355582
2023-05-09,11,32,45,29.845010373797372,23.200003333620533,16.526824945920264
2023-05-10,17,27,54,28.48675031400181,33.268117049274586,24.13061460122731
2023-05-11,7,28,46,32.111996737230214,34.577089731093984,16.989076706649705
2023-05-12,17,33,44,32.78117089821225,16.190849745183044,11.047980271148303
2023-05-13,13,33,44,27.92839436015798,36.72222826655539,18.072630479535455
2023-05-14,15,28,41,34.074274245953376,43.7073025374417,12.799904210201266
2023-05-15,14,34,51,25.80688674940071,28.115721816157798,16.80026489721322
2023-05-16,15,33,47,29.2090229351504,43.084098659541844,19.116871176290395
2023-05-17,8,33,60,29.991128096546607,27.211778297569765,14.222379310974057
2023-05-18,12,37,46,28.675083013651868,37.237044962532366,23.019690225078936
2023-05-19,20,29,42,28.704036982651083,6.194285853873165,16.92476520538595
2023-05-20,11,28,47,35.82482458907959,52.21295564472727,12.675469508902895
2023-05-21,17,27,44,27.468305696086315,42.631464256288766,14.296252897654911
2023-05-22,16,37,41,37.15101052555201,24.48894553528279,20.01118388839043
2023-05-23,11,40,53,30.94220103774161,7.279345154557049,17.82069040138911
2023-05-24,8,36,51,29.7076076308735,29.552369273846097,21.207615550596774
2023-05-25,12,35,53,30.657990059612928,11.911592854346688,20.056298144306776
2023-05-26,20,36,59,36.61414419612969,30.48515418898393,13.867556320852028
2023-05-27,18,26,54,25.835999772592757,29.8451473603944,15.769701781563654
2023-05-28,13,35,47,25.24533026175571,16.01552170993737,25.209689668879548
2023-05-29,20,37,51,26.129240346436884,36.34656762090866,14.617463780424668
2023-05-30,14,33,57,28.275036019003448,32.90735587152851,30.59902963045699
2023-05-31,15,27,54,22.783637347991288,34.332005686100715,11.780013085917028
2023-06-01,21,31,51,27.807953583193633,24.392047159658865,24.944067228170095
2023-06-02,12,33,53,32.59926860192765,9.885541699966751,18.693762811588947
2023-06-03,21,29,57,27.74831277850469,33.56450961377896,13.896359331727206
2023-06-04,16,35,51,26.18933623818212,20.834845259966468,19.832413006827977
2023-06-05,18,33,47,24.98411905657602,9.401371275033032,14.772041981150123
2023-06-06,11,32,49,29.30331687891212,36.58809185371625,16.096172866150564
2023-06-07,27,25,63,23.89750677982918,43.83827950828318,17.056025388194893
2023-06-08,20,23,53,31.67952714403206,22.216275971086148,24.310471678583497
2023-06-09,12,37,39,31.703933392990074,44.012632454474605,15.697341488907716
2023-06-10,14,34,54,26.435871874044846,23.135403970298007,20.798594074691582
2023-06-11,13,30,59,25.39116069671657,18.22676456310108,24.61039447787436
2023-06-12,10,27,38,28.27616411478568,15.544093705919298,19.660832471098562
2023-06-13,26,26,44,28.225522740049936,38.04519881490145,21.802227463413104
2023-06-14,17,32,56,22.278630420859166,13.70702590237934,19.081931172345808
2023-06-15,18,31,58,22.871026889692246,28.703690454092214,22.867131392487167
2023-06-16,26,26,52,20.23641782393836,15.610380959615584,12.557680500360268
2023-06-17,12,45,46,25.182177205922294,16.458507103519075,29.68843379633262
2023-06-18,11,38,49,25.705216357584728,31.232202167963493,9.921817666606591
2023-06-19,13,31,63,19.404808139875367,17.006081420108604,15.37999224332623
2023-06-20,14,20,42,21.837217017148447,16.64389142248161,18.753048908946358
2023-06-21,16,32,65,18.908331594159616,31.91397216089912,9.927285519791878
2023-06-22,11,39,42,20.00009935515192,36.462694119007935,16.345080799949173
2023-06-23,17,23,51,24.09515637475666,26.847160046092625,21.072416265910835
2023-06-24,16,26,54,19.98654175376327,13.772876124649516,31.008302247449382
2023-06-25,11,35,45,21.028744793691814,15.143595410045506,23.19576502785708
2023-06-26,12,26,46,16.792949922983478,20.986755224315033,16.751179611418884
2023-06-27,5,26,58,21.979021876431997,23.343659446822322,11.460166566133617
2023-06-28,14,33,45,21.027977228967995,10.211305800851829,28.557398557565
2023-06-29,13,31,42,18.716321410387412,27.28481336164288,16.498337542651797
2023-06-30,5,34,60,20.078290602020548,20.88290984332909,21.053765605421546
2023-07-01,14,33,40,20.928161244917323,2.852917358303369,16.76581371769544
2023-07-02,15,27,53,17.684500506602294,10.71184640190473,21.877845308741367
2023-07-03,10,39,48,15.442107414664346,14.959824489995396,28.137026981441934
2023-07-04,13,22,55,25.029446694653473,19.28142365627411,24.216723940723078
2023-07-05,11,34,47,17.454848390801224,38.92056450197306,17.715641192930192
2023-07-06,26,22,50,18.806520529952444,22.436147027240523,28.779732184030966
2023-07-07,17,34,64,21.87172201655901,11.682246003263295,33.25211959339217
2023-07-08,20,26,58,29.169114315453484,22.340666870637374,26.171329323496522
2023-07-09,17,31,58,14.59165554350799,16.666725112375847,16.930086811546293
2023-07-10,23,43,48,19.418258979390803,23.497262798356722,24.961097785443414
2023-07-11,15,30,49,15.690355190319554,26.12625075124516,26.084290511884824
2023-07-12,20,31,68,15.941523892192116,32.49256848548967,17.82209330873653
2023-07-13,17,32,39,15.14286515109621,20.24585623009144,33.2505735984696
2023-07-14,11,25,35,13.672941749694592,36.975530465149376,27.72145680688062
2023-07-15,14,27,44,16.673312183049074,29.77207184204646,18.11207907297053
2023-07-16,9,29,49,12.121906885396116,13.73205443488026,16.924438935889366
2023-07-17,16,31,55,19.135089992321593,43.02826188575244,25.891164945031388
2023-07-18,20,27,46,16.21002641718001,24.331519861963674,36.2266913840558
2023-07-19,13,28,56,17.063844790716082,12.850774270485308,12.842542967438689
2023-07-20,19,33,49,14.150741875058989,37.88012786664655,22.212468280031665
2023-07-21,19,23,59,14.201782583327352,42.286240568241496,24.814734369502354
2023-07-22,15,23,50,15.921564482134034,21.344122097778406,28.053273457528
2023-07-23,13,33,43,11.323663412721535,16.812175644018104,24.89476022232044
2023-07-24,14,30,43,13.500322735813498,20.307574030227965,16.56823096022034
2023-07-25,14,32,54,11.755539980305166,29.3695739593615,12.372351494975991
2023-07-26,12,29,63,11.424439418379965,35.19998745874682,17.518013982107345
2023-07-27,12,37,50,7.5301458958887455,28.33363056951392,24.623525477699758
2023-07-28,16,22,61,17.642974668896713,23.86143638797575,16.00727374267393
2023-07-29,16,31,47,11.332601975281275,38.04781589701726,29.48188121172307
2023-07-30,14,21,62,16.65152776286378,20.170807976444465,18.561905128944513
2023-07-31,15,22,40,16.138984349074914,33.84775263499346,15.687780865106571
2023-08-01,14,31,61,8.84791027382017,20.90515890815479,9.169137719712573
2023-08-02,16,32,48,9.216139091294838,28.351011949212733,22.99965288794416
2023-08-03,16,33,52,19.940573012829255,23.167844475065383,17.958661120194026
2023-08-04,19,27,61,17.291827103352432,24.01525048668696,16.778437244660978
2023-08-05,24,38,53,11.72683788190593,21.07774366884466,34.70486575145142
2023-08-06,11,31,61,12.378280383099414,38.585437696571816,15.975905405197704
2023-08-07,13,28,67,9.50087677259356,18.100293018872254,17.319639930334183
2023-08-08,15,29,51,12.480279358213927,18.327167643264488,23.107321882607888
2023-08-09,12,33,48,8.824093349458758,47.24655447186012,29.334039419533795
2023-08-10,19,28,50,4.673669707654948,36.12932397162753,22.40574605013861
2023-08-11,13,19,52,6.603890421529333,2.820948603860824,19.983340260033717
2023-08-12,18,33,59,10.432457545003297,21.347648028891207,36.08083916405992
2023-08-13,14,33,43,6.779452935355974,9.215307202199021,17.06138239888276
2023-08-14,11,34,56,9.777209642056395,18.16997486970662,17.088348565887447
2023-08-15,11,29,56,6.564415739546174,-3.359968810747773,16.050011541613753
2023-08-16,17,26,46,7.25371982918935,27.010089736444755,21.962897919267917
2023-08-17,16,28,43,11.975741767631906,17.321781460453096,14.537712344810538
2023-08-18,25,27,41,9.97728793778089,29.707765800058205,13.355400821014266
2023-08-19,19,24,49,9.027643424762656,13.231204762436416,17.30294260621282
2023-08-20,24,28,63,11.518561756483015,30.69131980469446,11.283389579712724
2023-08-21,12,29,50,10.15182336706192,26.098789677855255,21.056763159646326
2023-08-22,16,33,57,12.88136068189597,45.65908625499943,21.98087284451669
2023-08-23,13,32,46,6.9971615925489665,45.1504662818358,23.17584816652902
2023-08-24,18,23,44,6.92634723823676,39.29331393222772,25.312630868782485
2023-08-25,19,32,45,4.153929244086735,28.582180103922386,17.45865658148786
2023-08-26,17,28,44,6.615858653068582,52.11596060669555,28.213115617621437
2023-08-27,16,23,58,10.646238911218596,17.150898725049974,27.296091291397918
2023-08-28,16,24,43,11.504649135927764,19.069891976115805,13.893038155080559
2023-08-29,11,25,45,10.342033312980458,32.69688025256775,19.100693355099402
2023-08-30,16,31,47,1.9386885400557556,56.50920434078178,8.63523507261934
2023-08-31,12,37,52,10.4346030917348,32.38429656663365,28.344260945159768
2023-09-01,16,27,64,1.5373122094351244,33.01871592626154,25.168178606492482
2023-09-02,17,31,43,9.618757191727212,20.880036446010138,30.448039487891126
2023-09-03,14,31,52,5.6964633606838015,45.21076369069227,11.74977351175722
2023-09-04,10,28,48,8.786740102359174,45.73978035973039,22.60596501421277
2023-09-05,18,23,54,2.5650655952926655,44.55940667086071,16.392086292661993
2023-09-06,12,29,46,9.963165863248172,30.841035134151873,9.86779935954871
2023-09-07,11,21,48,1.9460063102720913,30.534574082782797,26.359589043235143
2023-09-08,11,34,65,4.230880876549566,25.14249306747359,12.923711804404885
2023-09-09,8,36,46,3.1413552837964955,39.38804840960957,21.675852647806174
2023-09-10,8,30,50,0.7762864759628147,28.2242510022969,16.33285337633079
2023-09-11,12,23,54,6.230362508333937,27.73641128997023,20.488384456378324
2023-09-12,20,47,51,11.276850202654572,35.759029463347645,25.426453205036935
2023-09-13,15,34,41,13.775291966777454,35.592699590484656,20.50643563870859
2023-09-14,13,28,60,5.986252411802063,35.5956204827104,14.44720945970975
2023-09-15,16,31,56,8.969276570393125,46.13367034997247,34.99646928407932
2023-09-16,15,33,49,6.24422568532338,42.75604886663756,17.53797741122703
2023-09-17,11,21,57,6.977582838943677,39.582737778344224,15.341302745054579
2023-09-18,11,26,51,4.391781097182368,44.7953875960025,18.912326263177018
2023-09-19,9,29,51,5.945072516782288,33.55303267705767,11.838915242569005
2023-09-20,18,28,66,6.918230739136936,45.026069585177716,15.776965292820694
2023-09-21,17,28,46,3.520722533671276,45.986074378715905,17.874748562747968
2023-09-22,22,29,58,4.9782948508635805,29.957982641361628,21.025021765891324
2023-09-23,14,31,53,4.99454578952243,55.455275593364036,19.73216218994372
2023-09-24,15,35,43,7.612498992089755,37.195221751704146,22.625223888086
2023-09-25,15,36,36,1.9030507461057438,47.42506000419935,19.15469745021875
2023-09-26,9,35,51,4.918793707666582,58.67951324336656,27.194260919126776
2023-09-27,10,29,55,10.786132880845543,56.806475717226,23.85599339695309
2023-09-28,18,31,56,8.52342304477693,48.40808040220883,22.066188187941762
2023-09-29,12,25,43,9.064341412890611,44.95536832150636,28.636150835977556
2023-09-30,9,31,58,5.080101310223743,58.57150994034841,28.635117221060213
2023-10-01,16,19,48,5.964242811237002,56.359640895835895,20.186133953093208
2023-10-02,14,35,42,8.006847404065926,43.94545594844598,17.266504922765105
2023-10-03,16,25,65,9.684239058894429,42.69654645306976,20.779696346260437
2023-10-04,22,20,44,-0.8435589072439127,30.438116609805228,18.635580329094342
2023-10-05,14,24,63,1.0771447615169976,53.21782811985393,17.050576424591124
2023-10-06,19,25,53,8.96845770758561,51.365876446758335,20.520308004742827
2023-10-07,8,18,47,4.230546990485902,64.06946204735664,21.85063439201187
2023-10-08,11,30,32,3.0715690288164894,56.811991334728575,23.49016089969178
2023-10-09,22,28,58,1.3541838977442007,67.07666985833053,30.112616368684847
2023-10-10,16,23,47,3.485962469057375,47.27256657734957,21.153046258091663
2023-10-11,11,19,51,0.9826505138187267,66.13828486277019,19.289447656045375
2023-10-12,14,31,44,11.506175566916049,49.9767809215963,26.148642275252264
2023-10-13,13,37,44,5.213094789984138,63.54950807704761,14.90034437859784
2023-10-14,25,44,45,5.158423252126992,41.691855453584495,11.322520608632548
2023-10-15,13,21,50,7.152723197917183,59.13482355891049,22.50689455102493
2023-10-16,14,24,44,8.336076680027102,37.43861224841896,17.516740683898824
2023-10-17,17,32,47,8.35156540484109,55.11397905267643,17.9334620267533
2023-10-18,16,26,51,8.803919073638198,62.686449131703164,14.788866390153382
2023-10-19,10,24,52,3.7639409487488384,53.56832455668945,27.82475772919924
2023-10-20,18,22,47,4.84055184070211,48.76613354368874,11.472535061668943
2023-10-21,10,26,53,8.123149154919682,68.22144723431872,23.2183833866554
2023-10-22,13,42,52,4.3199919459527,59.21249517656639,19.374083139058204
2023-10-23,17,28,49,5.977121671574436,55.835240694686995,30.7289139418301
2023-10-24,19,20,45,7.283166039586498,61.630550655256854,26.185921114867078
2023-10-25,13,33,51,8.540985931181602,88.05560490537948,13.52666786065539
2023-10-26,15,28,56,0.9550372901093782,73.6978003486153,23.862975154697686
2023-10-27,14,29,53,8.539029757627302,74.25876280576112,22.300877398424944
2023-10-28,13,27,63,5.804364781661177,67.45500014860556,18.924808551347095
2023-10-29,19,32,55,8.742652935699915,65.2270188437406,23.27320417022481
2023-10-30,18,27,43,9.069782427914015,40.059953631435846,15.765419077362285
2023-10-31,14,25,60,11.685369606193833,57.68542878820524,19.98140926933643
2023-11-01,18,24,63,11.048515621919659,60.119654535190676,19.482830840778185
2023-11-02,15,33,50,11.15825561369384,46.622221723377365,15.031296876281578
2023-11-03,25,30,57,11.58375458458579,54.23817335711679,17.529838924196156
2023-11-04,9,20,65,8.264860869930668,46.4404699104531,16.597453439397643
2023-11-05,14,27,54,7.628995865623398,66.29728474273762,21.845610100348757
2023-11-06,9,37,41,10.296302949998783,75.29492848924176,28.35147891289861
2023-11-07,10,25,42,10.023156969188657,78.59669039509436,12.578279186522588
2023-11-08,18,24,47,7.052384967165072,72.09327205296991,22.054278709548676
2023-11-09,13,27,53,9.350285375073142,58.72262862607603,16.406554448705663
2023-11-10,14,29,50,8.190272833584574,49.441665604357766,25.659803995001404
2023-11-11,19,37,51,5.896978871360767,51.593795667530806,21.97006567121486
2023-11-12,17,33,51,12.496795096950606,56.86714410381638,11.600267372966423
2023-11-13,12,29,46,8.961016412141928,61.05706495857182,20.525709027117223
2023-11-14,14,28,49,15.114869428636753,68.73095869148477,18.608937639485077
2023-11-15,17,33,53,4.268862614961814,60.56355946601948,12.994364401241038
2023-11-16,8,23,53,7.654814347243274,74.4655831617573,16.47365523306887
2023-11-17,10,25,46,9.606041604297895,69.11746655329408,20.238923094639723
2023-11-18,15,33,39,13.106351784531736,71.90368286046721,16.62470101564146
2023-11-19,5,29,54,11.081753835312366,83.55229614680523,26.599784363554633
2023-11-20,18,31,47,11.006898988908068,60.692474694133324,18.556351837704614
2023-11-21,8,24,58,6.888765206812819,77.02017354274689,16.104851336452462
2023-11-22,24,31,44,6.99769129495892,73.02496525021418,20.59227771951018
2023-11-23,13,25,45,11.636812754256692,70.15454030061491,21.427228066567256
2023-11-24,13,35,60,6.780528966818016,82.659711477224,25.73513991599289
2023-11-25,17,26,48,9.483466444720541,82.90798040055466,19.73115078117483
2023-11-26,11,31,50,12.79074788545055,64.95647484536224,3.761922504356974
2023-11-27,17,34,57,8.552500838802892,72.89608433414736,21.152233949357036
2023-11-28,12,30,54,16.529538189571102,77.81878998099772,17.515002488210076
2023-11-29,12,26,61,15.60173145963919,72.55817864041767,30.979384011273183
2023-11-30,16,32,51,7.434505894501854,81.41253895591727,21.928802550585825
2023-12-01,11,26,48,9.572822112672451,78.64075065577256,20.383134856650322
2023-12-02,96,162,178,5.736035014115464,94.41329408395843,16.62474357426393
2023-12-03,102,184,216,10.471218310618784,61.036011181728774,26.7907224645645
2023-12-04,114,167,259,15.345911366174441,75.35775874855017,11.218497820420197
2023-12-05,96,130,240,12.034875047069267,67.7325327804558,20.62943860469122
2023-12-06,114,113,283,14.890757842591398,83.08612507834692,15.83240629225743
2023-12-07,60,167,259,9.175093005970021,61.09281021972966,24.913450332713094
2023-12-08,132,162,312,16.37160592565612,80.93905575026747,21.494277457177656
2023-12-09,78,130,269,12.549721222560835,71.37870215173122,20.476328633775257
2023-12-10,84,200,302,14.490640903488627,70.53262368088511,13.97647850003286
2023-12-11,138,205,269,14.416234663175269,63.59605644398758,19.014801692136622
2023-12-12,60,194,235,11.122510943411443,73.58876006337535,21.76260471312566
2023-12-13,72,167,269,11.721702079395172,89.25463789519151,25.74073724848379
2023-12-14,132,140,216,18.329565037165946,78.31944043661713,22.634424246015293
2023-12-15,108,140,240,16.86973997929595,85.00135982939592,24.91264399456616
2023-12-16,114,167,221,19.070774761648686,95.51569054328719,12.2708368259523
2023-12-17,108,157,264,17.143675279764757,81.64299025638408,20.32835215888081
2023-12-18,66,113,254,16.848880414338396,73.5450058358651,26.06339283986024
2023-12-19,36,130,264,11.49314544893721,83.92445811954374,9.098795763538146
2023-12-20,60,135,283,16.112332411687184,73.91924093586452,18.086804584100374
2023-12-21,114,151,216,17.094446391140107,74.41954134306833,21.828970658090203
2023-12-22,90,178,240,23.289924432095553,64.35767520649196,27.172864760434635
2023-12-23,108,216,226,19.7462375863318,88.90325488075484,20.05288062487719
2023-12-24,96,157,187,22.549001963429593,75.85594780747229,19.3445501601705
2023-12-25,72,178,206,19.98949244419389,81.60344413189083,21.227639119169673
2023-12-26,102,184,211,16.319564857440028,69.48050531127925,21.894227479801398
2023-12-27,60,200,269,19.06190066738784,84.24842154519295,14.739392713804962
2023-12-28,54,140,250,19.6766345367579,72.30949677784673,16.61606653608952
2023-12-29,114,124,240,16.40823828233914,78.54291727163603,10.62175266530343
2023-12-30,96,162,245,18.330513695880033,88.76048233458239,15.833164198881631
2023-12-31,96,135,240,19.12449867663094,87.90314829859878,13.664926937862097
2024-01-01,78,184,274,24.816859497695372,79.77969927483059,14.697004773033392
2024-01-02,16,28,41,14.015978766164572,62.314244849206304,36.1673593258251
2024-01-03,18,40,63,24.133779436489295,109.91032772279755,26.660659825801215
2024-01-04,18,35,47,17.96390930347063,97.41859419138564,13.763767638121662
2024-01-05,24,28,50,16.91579884022597,87.15565740808056,12.684963981621793
2024-01-06,13,33,63,24.829298371177096,72.35690743212852,16.12646565116919
2024-01-07,13,31,44,23.742219669414638,78.70420298032599,12.549328285706396
2024-01-08,14,30,47,25.566676780633877,74.34825737596704,21.05088607767934
2024-01-09,20,29,49,24.46128742433571,92.35453295493056,20.936170998308246
2024-01-10,14,34,45,28.494167315176423,82.26570887842928,14.627219391765617
2024-01-11,17,28,41,24.245568673555614,71.7149646190835,23.91801426429139
2024-01-12,16,25,51,22.3539685192792,74.7562171847922,23.926024509230754
2024-01-13,19,39,65,24.10534662999332,90.5740838247065,15.610649813880748
2024-01-14,16,36,41,27.05923008010037,95.25291443592062,14.475168147666345
2024-01-15,17,43,59,21.241965514308887,94.41631719135098,17.037951832745446
2024-01-16,16,27,65,21.87463367914867,86.57575505869809,22.999067502810803
2024-01-17,16,30,47,23.152492319217856,76.34302363559809,35.125547715947576
2024-01-18,17,26,52,18.01348809691313,46.30941739735998,22.825388333858633
2024-01-19,12,27,53,24.988053595096982,81.54292750999413,13.398341769475241
2024-01-20,15,23,40,19.160658813532393,78.39134500384127,21.40276402474095
2024-01-21,7,42,45,25.22202143270955,79.63934048859896,20.06689694166162
2024-01-22,19,27,54,27.90101110105131,78.60001194972652,19.70007319204826
